CreditCardName,card_issuer,credit_card_id,Highlights,WelcomeOffers,applyNow,Applynowsequence,cardsequence,Apply_Link,featured_text,IssuerName,Website,URL_launch_apply,cc_applyNowWeb,Apply_Link_Web,forapplycard,url,StartingColor,EndColor,card_type,JoiningFees,RenewalFees,bsf_movies,bsf_travel,bsf_dining,bsf_fuel,bsf_shoping,id,Rewards,Movie,Dining,Travel,Lounge,Golf,Fuel,RewardRedemption
IDFC First Private Credit Card,14,537,"- Invite only credit card.
- You earn Karma Points that you can use for charity.
- Get up to 10x reward Points on your spends.
- Get up to Rs. 750 discount on movies twice every month.
- Get complimentary golf rounds every year on the basis of your monthly spends.
- Free domestic as well as international lounge access.
Air accident cover worth Rs. 1 Crore.
- No late payment fee and no over limit charges.",,FALSE,,,,,IDFC First Bank,https://pgi.billdesk.com/pgidsk/pgmerc/idfccard/IDFCCARD.jsp,TRUE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1688811221998110016888112219981100CreditCardImage.webp,0xffb35b5d,0xff6f1414,components_visa_visas,"Rs. 50,000 + GST","Rs. 50,000 + GST",TRUE,TRUE,FALSE,FALSE,TRUE,484,"- 6 Reward Points on every spend of Rs. 100 online (for spends below Rs. 30,000).
- 3 RPs on every Rs. 100 spent offline (for spends below Rs. 30,000).
- 10 Reward Points on every spend of Rs. 100 (after achieving monthly spends of Rs. 30,000 and on all spends on birthdays).
- 25% additional Reward Points on donating reward points to charity.","- You get up to Rs. 750 discount on movie/non movie ticket bookings and food & beverages through BookMyShow app/website.
- This benefit can be availed twice every month.",,- Get free airport lounge access and spa sessions every year.,"- The cardholders get 4 complimentary domestic lounge access every quarter, i.e. 16 per year (applicable to primary as well as supplementary cardholders).
- The primary, as well as add on cardholders, get 4 complimentary international lounge access every quarter (16 every year).","- You get one complimentary golf round and lesson every month.
- The cardholders get eligible for free golf lessons only after spending Rs. 20,000 or more in a particular month (2 complimentary lessons on spends above Rs. 40,000).",- 1% fuel surcharge waiver on all fuel purchases,"– 1 Karma Point = Re. 0.25.
– You can easily change your choice of charity by calling on the VIP Access number. The default choice is set to CRY foundation.
– Once a minimum of 20,000 Karma Points get accrued on your account, the points get donated to the charity chosen by you."
LIC IDFC Classic Credit Card,14,590,"- 6X Reward Points on LIC spends.
- 3X Reward Points on select categories like utilities, education, and government payments.
- Free railway lounge access is provided.
- One domestic lounge access each quarter (4 each year)","- 1,000 Reward Points on Spending Rs. 5,000 in the First 30 Days of Card Issuance",FALSE,,,,,IDFC First Bank,https://pgi.billdesk.com/pgidsk/pgmerc/idfccard/IDFCCARD.jsp,TRUE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1703766602544509217037666025445092CreditCardImage.webp,0xffb35b5d,0xff6f1414,components_master_card_master_cards,Nil,Nil,FALSE,FALSE,FALSE,FALSE,TRUE,537," - 6X Reward Points on spends of Rs. 125 for LIC Insurance Premium payments.
- 3X Reward Points on select categories like utilities, education, grocery, government, and railway spends.
- 3X Reward Points on all other spends.
- These Reward Points are valid for a period of three years.
- 10% Bonus Reward Points (Maximum 10,000 Reward Points on Spends of ₹1.25 Lakh)",,,- Free Railway Lounge Access.,- 2 Free Railway Lounge Access Each Quarter.,,- 1% Waiver on Fuel Up to Rs. 200.,- “Pay With Points” or Redeem With IDFC FIRST Rewards.
IDFC HPCL FIRST Power Credit Card,14,553,"- Save up to 5% on fuel expenses up to a maximum of Rs. 5000 per month.
- Save up to 2.5% on utility expenses and grocery spends up to a maximum of Rs. 4000 per month.
- 2x reward points on other retail spends
- Get Rs. 150 discount on Swiggy orders above Rs. 500
- Get 50% off on Rental Cars with Europcar and Eco Rent A Car
- Complimentary roadside assistance worth Rs. 1399
- Personal accident insurance cover worth Rs. 2 Lakhs",,TRUE,,,,,IDFC First Bank,https://pgi.billdesk.com/pgidsk/pgmerc/idfccard/IDFCCARD.jsp,TRUE,TRUE,https://www.idfcfirstbank.com/credit-card/ntb-diy/apply?cardType=RPLP&utm_source=Partner&utm_medium=AM_Tech_Ven&utm_campaign=Lounges_Web,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1688811116613098416888111166130984CreditCardImage.webp,0xffb35b5d,0xff6f1414,components_rupay_rupays,Rs. 199 + GST,Rs. 199 + GST,FALSE,FALSE,FALSE,TRUE,FALSE,500,"- Save 2.5% as rewards on LPG and HPCL fuel, get 15 Rewards per Rs. 150 spent.
- Save 1.5% as Payback Rewards on paying through the HP Pay App, 6 Payback Rewards per Rs. 100 spent
- Save 1% as fuel surcharge waiver
- Save 2.5% as rewards on utility and grocery spends up to a maximum of Rs. 4000 per month. Get 15 Rewards per Rs. 150 spent
- Save 2.5% as Rewards on IDFC FASTag recharge up to a maximum of Rs. 2000 per month.
- Get 2x rewards on all other retail spends
- 10% Bonus Reward Points (Maximum 10,000 Reward Points on Spends of ₹1.25 Lakh)",,- Get an exclusive discount of Rs. 150 on Swiggy orders of Rs. 500 or above.,- Complimentary roadside assistance worth Rs. 1399,,,- 1% fuel surcharge waiver capped at a maximum of Rs. 100 per month.,"- You can pay for both online and offline transactions at select merchants instantly with your Reward Points.
- Redeem reward points for membership and gift vouchers of your favorite brands.
- Redeem your reward points for products on IDFC Bank’s Reward Redemption Catalog portal."
IDFC First Wealth Credit Card,14,290,"- Gift voucher worth Rs. 500 on spending Rs. 15,000 within 90 days and a 5% cashback on the first EMI transaction performed within 30 days of card setup.
- 6x Rewards on all online spends.
- 3x RPs on all offline spends (for spends up to Rs. 30,000).
- 10x Reward Points on large spends of Rs. 30,000 or more.
- 10x Reward Points on all transactions on your birthday.","- Gift vouchers worth Rs. 500 from popular brands on spending over Rs. 15,000 within 90 days and a 5% cashback on the first EMI transaction made within the first 30 days.",TRUE,18,,https://www.idfcfirstbank.com/credit-card/ntb-diy/apply?utm_source=Partner&utm_medium=NTB_Card_Insider&utm_campaign=NTB_Card_Insider_app_{param},Get ₹ 1200 Cashback,IDFC First Bank,https://pgi.billdesk.com/pgidsk/pgmerc/idfccard/IDFCCARD.jsp,TRUE,TRUE,https://www.idfcfirstbank.com/credit-card/ntb-diy/apply?utm_source=Partner&utm_medium=NTB_Card_Insider&utm_campaign=LOUNGES_WEB,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1735216358998300517352163589983005CreditCardImage.webp,0xffb35b5d,0xff6f1414,components_visa_visas,Nil,Nil,FALSE,TRUE,FALSE,FALSE,TRUE,254,"- 3 Reward Points per ₹ 100 spent offline,
- 6 Reward Points per ₹ 100 spent online.
- 10 Reward Points per ₹ 100 on spending above ₹ 30,000.

","- Buy 1 Get 1 offer on movie ticket booking on Paytm mobile app.
- 2 complimentary movie tickets every month worth ₹ 250 each.
",- 20% discount on dining with selected restaurants.,"- Complimentary air travel lounge access. 
- Complimentary railway lounge access.","- 16 complimentary domestic lounge access every year. (4 every quarter) 
- 16 complimentary international lounge access every year. ( 4 every quarter) 
- 4 complimentary railway lounge access every year. ","- Complimentary golf rounds each month for every ₹ 20,000 spent in the previous month",- 1% fuel surcharge waiver on transaction at all fuel stations in India.,- Reward Points redeemable on Poshvine redemption portal for shopping vouchers from many popular brands including at a rate of 1 Reward Point = Rs. 0.25. You have to pay a convenience fee of Rs. 99 plus taxes for reward redemption.
LIC IDFC Select Credit Card,14,587,"- Earn accelerated Reward Points for LIC spends.
- Free railway lounge access.
- Free domestic lounge access across airports in India.
- Multiple insurance covers are offered with this card.","- 2,000 Reward Points on Spending Rs. 10,000 Within 30 Days of Card Issuance.",FALSE,,,,,IDFC First Bank,https://pgi.billdesk.com/pgidsk/pgmerc/idfccard/IDFCCARD.jsp,TRUE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1702892803225789917028928032257899CreditCardImage.webp,0xffb35b5d,0xff6f1414,components_master_card_master_cards,Nil,Nil,FALSE,TRUE,FALSE,FALSE,TRUE,534,"- 10X Reward Points on LIC Insurance Premium spends.
- 5X Reward points on Grocery, Utilities, Education, Railways, and Government spends, maximum cap of 300 Reward Points each month.
- 5X Reward Points on all other spends.
- 10% Bonus Reward Points (Maximum 10,000 Reward Points on Spends of ₹1.25 Lakh)",,,- 4 Free Railway Lounge Access Each Quarter,- 2 Free Airport Lounge Access Each Quarter,,- 1% Waiver on Fuel Up to Rs. 300.,- “Pay With Points” or Redeem With IDFC FIRST Rewards.
IDFC HPCL First Power Plus Credit Card,14,552,"- Save up to 6.5% on fuel spends with this credit card.
- Save up to 5% as a reward on utility and grocery bills (max cap. Rs. 2,000 per month)
- Save up to 5% as rewards on IDFC FIRST FASTag recharge (max cap Rs. 1,000 per month)
- Get 3X rewards on all other miscellaneous retail transactions.
- Complimentary domestic airport lounge access per quarter (minimum monthly spending of Rs. 5,000)
- Get up to 25% off on movie tickets (Rs. 100 max cap per month)","- You will get up to Rs. 500 cash back on your 1st HPCL fuel transaction above Rs. 500
- Get up to 5% cashback (up to Rs. 1,000 capped) on the transaction value of the first EMI.",TRUE,,,,,IDFC First Bank,https://pgi.billdesk.com/pgidsk/pgmerc/idfccard/IDFCCARD.jsp,TRUE,TRUE,https://www.idfcfirstbank.com/credit-card/ntb-diy/apply?cardType=RPLP&utm_source=Partner&utm_medium=AM_Tech_Ven&utm_campaign=Lounges_Web,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1688811177434579516888111774345795CreditCardImage.webp,0xffb35b5d,0xff6f1414,components_rupay_rupays,Rs. 499 + GST,Rs. 499 + GST,FALSE,FALSE,FALSE,TRUE,FALSE,499,"- Save up to 5% as a reward on utility and grocery bills (max cap. Rs. 2,000 per month)
- Save up to 5% as rewards on IDFC FIRST FASTag recharge (max cap Rs. 1,000 per month)
- Get 3X rewards on all other miscellaneous retail transactions.
- Complimentary domestic airport lounge access per quarter (minimum monthly spending of Rs. 5,000)
- Get up to 25% off on movie tickets (Rs. 100 max cap per month)
- 10% Bonus Reward Points (Maximum 10,000 Reward Points on Spends of ₹1.25 Lakh)",- Up to 25% off on movie tickets up to Rs. 100 once per month.,- Get up to Rs. 150 discounts on all orders above Rs. 500 with Swiggy,"- Complimentary domestic airport lounge access once every quarter on minimum monthly spends of Rs. 5,000.
- Complimentary roadside assistance worth Rs. 1,399 four times a year.
- 500 discount with ZoomCar rentals.
- Up to 50% discount on domestic and international rental cars with Eco Rent A Car and EuroCard
- Benefit of personal accident loan cover of Rs. 2,00,000. ","- Complimentary domestic airport lounge access once every quarter on minimum monthly spends of Rs. 5,000.",,"- 1% fuel surcharge waiver (capped at max. Rs. 10,0000 per month).","- Save up to 5% as rewards on grocery and utility expenses of up to worth Rs. 2,000 per month.
- Save up to 5% as a reward on IDFC FIRST FASTag recharge (max cap Rs. 1,000 per month).
- Get up to 3X rewards on all other retail transactions."
IDFC Bank FIRST SWYP Credit Card,14,584,"- Reasonable joining fee of Rs. 499.
- 25% Discounts on Movie Tickets
- Easily convert your spends into EMIs.
- 4 Complimentary railway lounge access per quarter.","- 1,000 RPs on First EMI Transaction, 1 Year Lenskart Gold Membership & 1 Year Times Prime Membership",FALSE,,,,,IDFC First Bank,https://pgi.billdesk.com/pgidsk/pgmerc/idfccard/IDFCCARD.jsp,TRUE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1702294258225273817022942582252738CreditCardImage.webp,0xffb35b5d,0xff6f1414,components_master_card_master_cards,Rs. 499 + GST,Rs. 499 + GST,TRUE,TRUE,FALSE,FALSE,TRUE,531,"- Get 200 Reward Points on monthly spends of Rs. 5,000.
- Get 500 Reward Points on monthly spends of Rs. 10,000.
- Get 1,000 Reward Points on monthly spends of Rs. 15,000.
- 400 Reward Points on a minimum rental spend of Rs. 20,000 in a month.
- 10% Bonus Reward Points (Maximum 10,000 Reward Points on Spends of ₹1.25 Lakh)",- 25% Discounts on Movie Tickets.,,- 4 Free Railway Lounge Access Each Quarter.,,,- 1% Up to Rs. 200 (Monthly).,- Points Can be Redeemed at IDFC First Rewards. Pay With Points Facility Also Available.
IDFC First Millennia Credit Card,14,291,"- 10x Reward Points on spends of Rs 20,000 and above.
- 10x Reward points on all spend done on your birthday.
- 6x reward points on all online spends and 3x reward points on all offline spends.
- Low Interest Rates starting at 0.75% per month.
- Fuel surcharge waiver at all gas stations pan India (Upto Rs. 200 every month).
- Complimentary Railway lounge access 4 times in a quarter.",- Get a gift voucher worth ₹ 500 and 5% cashback on EMI transactions.,TRUE,6,,https://www.idfcfirstbank.com/credit-card/ntb-diy/apply?utm_source=Partner&utm_medium=NTB_Card_Insider&utm_campaign=NTB_Card_Insider_app_{param},Get ₹ 1200 Cashback,IDFC First Bank,https://pgi.billdesk.com/pgidsk/pgmerc/idfccard/IDFCCARD.jsp,TRUE,TRUE,https://www.idfcfirstbank.com/credit-card/ntb-diy/apply?utm_source=Partner&utm_medium=NTB_Card_Insider&utm_campaign=LOUNGES_WEB,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1735216863790779617352168637907796CreditCardImage.jpeg,0xffb35b5d,0xff6f1414,components_visa_visas,Nil,Nil,FALSE,TRUE,FALSE,FALSE,TRUE,255,"- 3 Reward Points per ₹ 100 spent offline,
- 6 Reward Points per ₹ 100 spent online.
- 10 Reward Points per ₹ 100 on spending above ₹ 20,000.
- 10% Bonus Reward Points (Maximum 10,000 Reward Points on Spends of ₹1.25 Lakh)

","- 25% discount on movie tickets (up to Rs. 100) once every month

",- 20% discount on dining with selected restaurants.,"- Complimentary air travel lounge access. 
- Complimentary railway lounge access.",- 4 complimentary railway lounge access.,,- 1% fuel surcharge waiver on transaction at all fuel stations in India.,"- Redeem the reward points at the Poshvine reward portal or at exclusive merchant stores.
- 1 Reward point accumulated is equivalent to ₹  0.25 for redemption.
- Reward points accumulated on this credit card do not expire and can be carried forward from the previous year.
- You do not get charged with any reward redemption fee for this card."
IDFC FIRST WoW Credit Card,14,441,"- Earn 4X Reward Points on every spend.
- Unlimited Reward Points that never expire.
- 0% Foreign transaction markup fee.
- Get 5% Cashback up to Rs. 1,000 on the first EMI transaction done.
- Get 20% discount at 1500+ restaurants.
- Get 15% discount at 3000+ Health & Wellness outlets.
- Get 1% Fuel surcharge waiver.","- Enjoy 5% Cashback up to Rs. 1,000 on the first EMI transaction done within 90 days of card activation. ",TRUE,34,,https://www.idfcfirstbank.com/credit-card/ntb-diy/apply?utm_source=Partner&utm_medium=NTB_Card_Insider&utm_campaign=NTB_Card_Insider_app_{param},Get ₹ 350 Cashback,IDFC First Bank,https://pgi.billdesk.com/pgidsk/pgmerc/idfccard/IDFCCARD.jsp,TRUE,TRUE,https://www.idfcfirstbank.com/credit-card/ntb-diy/apply?utm_source=Partner&utm_medium=NTB_Card_Insider&utm_campaign=LOUNGES_WEB,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1663746704139.png,0xffb35b5d,0xff6f1414,components_visa_visas,Nil,Nil,FALSE,FALSE,TRUE,FALSE,TRUE,388,"- Earn 4X (4RP) Reward Points on every Rs. 150 spent.
- 10% Bonus Reward Points (Maximum 10,000 Reward Points on Spends of ₹1.25 Lakh)",,,,,,,"- You can use the earned Reward Points to instantly pay for online or in store purchases and Redeem for Gift Vouchers of your choice. You have to pay a reward redemption fee of Rs. 99 plus taxes.

1X = 1 Reward Point per Rs. 100 spent therefore, 1 Reward point = Rs. 0.25"
Ashva Metal Credit Card,14,633," -Cashback upto ₹2,000 on the first four transactions.
-10X Reward Points/₹150 on spends above ₹20,000 in a monthly statement cycle.
-5X/₹150 Reward Points on spends up to ₹20,000 in a monthly statement cycle.
-Buy One Get One on movie ticket bookings up to ₹800 each month."," ₹2,000 Cashback on Making Four Transactions of ₹500 or Above",FALSE,,,,,IDFC First Bank,https://pgi.billdesk.com/pgidsk/pgmerc/idfccard/IDFCCARD.jsp,TRUE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1729239040254110417292390402541104CreditCardImage.jpeg,0xffb35b5d,0xff6f1414,components_visa_visas,"₹2,999 + GST","₹2,999 + GST",TRUE,TRUE,FALSE,FALSE,TRUE,580," -10X Reward Points/₹150 on incremental spends above ₹20,000
-5X/₹150 Reward Points on spends up to ₹20,000 in a month","-BOGO on Movie Ticket Bookings Upto ₹400 With BookMyShow, Twice Each Month (Annual Benefit - ₹9,600)",,,,,- 1% Waiver on Fuel Surcharge Upto ₹400,
Club Vistara IDFC First Credit Card,14,561,"- Complimentary Premium Economy flight ticket voucher and 1 Class Upgrade voucher as a welcome benefit.
- Complimentary Club Vistara Silver Tier membership.
- Up to 6 CV Points per Rs. 200 spent with the card.
- Up to 6000 bonus CV Points on spending Rs. 30,000 in each of the first 3 months of card activation.
- Maximum of 5 complimentary Premium Economy Vistara flight ticket vouchers on achieving the target spend milestone.
- 2 complimentary domestic airport and spa, and 1 international airport lounge access.
- 4 complimentary green fees golf, and 12 golf lessons per year.",- Complimentary class upgrade voucher and 1 premium economy flight ticket voucher for Air Vistara,TRUE,,,,,IDFC First Bank,https://pgi.billdesk.com/pgidsk/pgmerc/idfccard/IDFCCARD.jsp,TRUE,TRUE,https://www.idfcfirstbank.com/credit-card/ntb-diy/apply?cardType=MWVP&utm_source=Partner&utm_medium=Card_Insider&utm_campaign=Lounges_WEB,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1689223643375025516892236433750255CreditCardImage.webp,0xffb35b5d,0xff6f1414,components_master_card_master_cards,Rs. 4999 + GST,Rs. 4999 + GST,FALSE,TRUE,FALSE,FALSE,FALSE,508,"- Get 6 CV Points on your spends up to Rs. 1 Lakh per statement cycle
- Get 4 CV Points on your spends over Rs. 1 Lakh per statement cycle
- Get 10 CV Points on dining spends made on your Birthday
- Get 1 CV Point on spends on Fuel, utility bills, rent, insurance, and wallet reloads
- Additional 2,500 Club Vistara Points on spending Rs. 50,000 and above.",- Complimentary 3 month subscription to BQ Prime.,- Complimentary 3 month subscription to EazyDiner Prime and up to 20% discount at 1500+ restaurants.,"- Complimentary Club Vistara Silver Tier membership, up to 5 complimentary Premium Economy flight ticket vouchers.","- Get 2 complimentary domestic lounge and spa access per quarter.
- Get 1 International lounge access per quarter.","- 4 complimentary green fees golf rounds per year, 12 complimentary golf lessons per year",,"- CV Points can be redeemed at the Air Vistara website for flight tickets, class upgrades, and other benefits and privileges."
First Citizen Citi Visa Credit Card,9,267,"- 500 First Citizen Points on your first purchase if done within 30 days after receiving the card.
- 14 First Citizen Reward points on every spend of Rs. 200 at Shoppers Stop.
- 10 First Citizen Reward points on every spend of Rs. 200 at Shoppers Stop.
- 2 First Citizen Reward Points on every other spend of Rs. 200.
- The annual fee is waived off on spending Rs. 30,000 or more in the previous year.
- Several other privileges including complimentary parking at Shoppers Stop.
- 1% fuel surcharge waiver.","- Get 3 Shoppers Stop vouchers worth ₹ 500 each as a welcome offer.
- Get 500 first citizen reward points on first transaction within 30 days of card issuance.",FALSE,,,,,Citi Bank,https://www.billdesk.com/pgidsk/pgijsp/citicard/CITICARDVerify.jsp,TRUE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1701500617951120617015006179511206CreditCardImage.webp,0xff314D58,0xff0D2025,components_visa_visas,Rs. 500 + GST,Rs. 500 + GST,FALSE,FALSE,FALSE,FALSE,TRUE,234,"- 14 First Citizen Reward Points on every other ₹ 200 spent at Shoppers Stop.
- 10 First Citizen Reward Points on every other ₹ 200 spent at Shoppers Stop and other brands.
- 2 First Citizen Reward Points on every other ₹ 200 spent on this credit card.",,"- 20% instant savings on Eazydiner.
- Up to 50% Instant savings on Zomato.
- You get up to a 20% discount on hundreds of participating restaurants.","- Up to 15% discount and cashback on flights through Makemytrip, booking.com, and many more.",,,- 1% fuel surcharge waived off on IOCL petrol pumps.,"- Redeem your first citizen points at Shoppers Stop.
- 1 first citizen point = ₹ 0.60"
Citi Cash Back Master Card,9,272,"- Get a 0.5% cashback on all your spending.
- Get a 5% cashback on your telephone bill payments & movie ticket purchases.
- The cashback of 5% on utility bill payments is applicable through Citibank Online Bill Pay only
- Automatic adjustment of the cashback earned against the card’s statement balance in multiples of Rs. 500.
- Up to 20% off on dining bills at the participating restaurants.
- 1% fuel surcharge will be waived off on fuel transactions at fuel stations in India.",,FALSE,,,,,Citi Bank,https://www.billdesk.com/pgidsk/pgijsp/citicard/CITICARDVerify.jsp,TRUE,FALSE,,FALSE,https://cinsim.cardinsider.com/8d34e2085f9f75441dbc3d0f8d640880.png,0xff314D58,0xff0D2025,components_master_card_master_cards,Rs. 500 + GST,Rs. 500 + GST,FALSE,FALSE,FALSE,FALSE,TRUE,238,"- 0.5% cashback on all your spending.
- 5% cashback on movie ticket purchases.
- 5% cashback on telephone bill payments.
- 5% cashback on utility bill payments through Citibank Online Bill Pay.",,- 20% off on dining bills while paying dining bills at the partner restaurants.,,,,- 1% fuel surcharge waived off at authorized IndianOil Corporation outlets.,- Cashback will be automatically credited to your account in multiples of Rs. 500.
Citibank PremierMiles Master Card,9,266,"- 10,000 Miles as a Welcome Benefit on the expenditure of Rs. 1000 or more using Citibank PremierMiles Credit Card within 60 days of issuance of the card.
- 3,000 Miles every time the card membership is renewed.
- 10 Miles for every Rs. 100 spent on airline transactions or on the bank’s Premier Miles portal with Citibank PremierMiles Credit Card.
- 4 Miles/Rs. 100 spent for all other expenditures.
- Miles redeemable on 100+ Airlines and transferable to other partner airlines/hotel loyalty programs.
- Domestic lounge access at select airports across India.
- Up to 20 % discount on bills at partner restaurants.","- 10,000 Miles on the spends of Rs. 1,000 or more in the first 2 months of card issuance.",FALSE,,,,,Citi Bank,https://www.billdesk.com/pgidsk/pgijsp/citicard/CITICARDVerify.jsp,TRUE,FALSE,,FALSE,https://cinsim.cardinsider.com/a5bec2cafc6790c39c75a5717483356c.png,0xff314D58,0xff0D2025,components_master_card_master_cards,"Rs. 3,000 + GST","Rs. 3,000 + GST",FALSE,TRUE,FALSE,FALSE,FALSE,233,"- 10 Miles for every ₹ 100 spent on airline transactions or on the bank’s Premier Miles portal 
- 4 Miles on every ₹ 100 spent for all other expenditures.",,- Up to 20% discount on dining bills at partner restaurants.,- Complimentary domestic airport lounge access.,"- 24 complimentary domestic lounge access every year. ( 6 every quarter)  
",,- 1% fuel surcharge reversed at authorized Indian Oil refill stations,"- You can redeem the accumulated rewards across various categories as follows.
- 1 Airmile = ₹ 0.30 under fuel category
- 1 Airmile = ₹ 0.45 under travel related category (Yatra, MakeMyTrip, Goibibo, Premiermiles, Indigo)
- 1 Airmile = ₹ 0.30 on retail spends 
- 1 Airmile = ₹ 0.20 on different category 
- 1 Airmile = ₹ 0.50"
Citi Rewards Visa Credit Card,9,268,"- Up to 2,500 Reward Points as a welcome gift.
- 1 Reward Points per Rs. 125 you spend.
- 10x Reward Points on apparel & departmental stores.
- Get 300 bonus Reward Points by spending Rs. 30,000 or more every month.
- Spend Rs. 30,000 or more in the previous year and the renewal fee for the card can be waived off.
- 1% fuel surcharge waiver on all fuel transactions.","- Up to 2,500 Reward Points",TRUE,13,,https://www.online.citibank.co.in/credit-card/apply?eOfferCode=EM373DINCCAENCRAP&site=CARDINSIDERSMS_LL_app_{param},"Get ₹ 3,000 Cashback",Citi Bank,https://www.billdesk.com/pgidsk/pgijsp/citicard/CITICARDVerify.jsp,TRUE,FALSE,,FALSE,https://cinsim.cardinsider.com/96321332460e7025a2b8c493ed01cbcc.png,0xff314D58,0xff0D2025,components_visa_visas,"Rs. 1,000 + GST","Rs. 1,000 + GST",FALSE,FALSE,FALSE,FALSE,TRUE,235,"- 1 Reward Points on every ₹ 125 you spend.
- 10x Reward Points on apparel & departmental stores.
- 300 bonus Reward Points on a minimum monthly spend of ₹ 30,000 ",,- A discount of up to 20% on dining at partnered restaurants.,,,,- 1% fuel surcharge waiver at all authorized Indian Oil outlets for a minimum transaction of ₹ 10,"- The Reward Points are redeemable against Air Miles, product catalog, or cash back whenever you want with a rate of 1 RP = up to Re. 0.30."
Citibank PremierMiles Visa Credit Card,9,265,"- 10,000 Miles as a Welcome Benefit on the expenditure of Rs. 1000 or more using Citibank PremierMiles Credit Card within 60 days of issuance of the card.
- 3,000 Miles every time the card membership is renewed.
- 10 Miles for every Rs. 100 spent on airline transactions or on the bank’s Premier Miles portal with Citibank PremierMiles Credit Card.
- 4 Miles/Rs. 100 spent for all other expenditures.
- Miles redeemable on 100+ Airlines and transferable to other partner airlines/hotel loyalty programs.
- Domestic lounge access at select airports across India.
- Up to 20 % discount on bills at partner restaurants.","- 10,000 Miles on the spends of Rs. 1,000 or more in the first 2 months of card issuance.",TRUE,12,,https://www.online.citibank.co.in/credit-card/apply?eOfferCode=EM373DINCCAENCRAP&site=CARDINSIDERSMS_LL_app_{param},"Get ₹ 3,000 Cashback",Citi Bank,https://www.billdesk.com/pgidsk/pgijsp/citicard/CITICARDVerify.jsp,TRUE,FALSE,,FALSE,https://cinsim.cardinsider.com/ac4627c35679598b9117871dc43c6235.png,0xff314D58,0xff0D2025,components_visa_visas,"Rs. 3,000 + GST","Rs. 3,000 + GST",FALSE,TRUE,FALSE,FALSE,FALSE,232,"- 10 Miles for every ₹ 100 spent on airline transactions or on the bank’s Premier Miles portal 
- 4 Miles on every ₹ 100 spent for all other expenditures.",,- Up to 20% discount on dining bills at partner restaurants.,- Complimentary lounge access.,"- 32 complimentary domestic lounge access every year. ( 8 every quarter)  
",,- 1% fuel surcharge waiver on transactions at all IndianOil fuel station,"- You can redeem the accumulated rewards across various categories as follows.
- 1 Airmile = ₹ 0.45 under travel related category (Yatra, MakeMyTrip, Goibibo, Premiermiles, Indigo)
- 1 Airmile = ₹ 0.30 under fuel category
- 1 Airmile = ₹ 0.30 on retail spends 
- 1 Airmile = ₹ 0.20 on different category 
- 1 Airmile = ₹ 0.50"
Citi Cash Back Visa Credit Card,9,270,"- Get a 0.5% cashback on all your spending.
- Get a 5% cashback on your telephone bill payments & movie ticket purchases.
- The cashback of 5% on utility bill payments is applicable through Citibank Online Bill Pay only
- Automatic adjustment of the cashback earned against the card’s statement balance in multiples of Rs. 500.
- Up to 20% off on dining bills at the participating restaurants.
- 1% fuel surcharge will be waived off on fuel transactions at fuel stations in India.",,TRUE,28,,https://www.online.citibank.co.in/credit-card/apply?eOfferCode=EM373DINCCAENCRAP&site=CARDINSIDERSMS_LL_{param},"Get ₹ 3,000 Cashback",Citi Bank,https://www.billdesk.com/pgidsk/pgijsp/citicard/CITICARDVerify.jsp,TRUE,FALSE,,FALSE,https://cinsim.cardinsider.com/accd0e0f6c66bd1b20a94c34f9765d13.png,0xff314D58,0xff0D2025,components_visa_visas,Rs. 500 + GST,Rs. 500 + GST,FALSE,FALSE,FALSE,FALSE,TRUE,237,"- 0.5% cashback on all your spending.
- 5% cashback on movie ticket purchases.
- 5% cashback on telephone bill payments.
- 5% cashback on utility bill payments through Citibank Online Bill Pay.
",,- 20% off on dining bills while paying dining bills at the partner restaurants.,,,,- 1% fuel surcharge waived off at authorized IndianOil Corporation outlets.,- Cashback will be automatically credited to your account in multiples of Rs. 500.
