id,airport_city,airport_name,airport_id,lounge_name,LoungeID,lounge_timing,directions,important_information,MainSummary,Introduction,airport,LoungeNamePublic,InternationalLounge,TerminalsSelect,Location,LoungeStatus,metaTitle,metaDescription,total_rated_user,min_rated,max_rated,average_rated,total_rating_count,airportimagemap,loungeImages_0_url,loungeImages_1_url,loungeImages_2_url,amenities_id,amenities_field,amenities_order,amenities_component_type,amenities_component_id,amenities_lounge_detail_id,amenities_Food,amenities_DisabledAccess,amenities_TV,amenities_Internet,amenities_NoSmoking,amenities_SmokingArea,amenities_AlcoholicDrinks,amenities_NewspapersMagazines,amenities_WiFi,amenities_AirConditioning,amenities_Television,amenities_Shower,amenities_Spa,amenities_Printer
30,Chennai,Chennai International Airport,MAA,"Chennai Travel club lounge Extn International, t3 ",5030,18:00 - 11:00,"Airside - International Departures. After Security Checks, proceed through the Security Hold Area and turn right towards the old International Terminal and take the lift to the 1st Floor. The lounge is located near Gate 11.",,,"Step into the Chennai Travel Club Lounge Extn International at Termila 3! Relax and indulge in a comfortable space before your international flight. Treat yourself to tasty snacks, cozy seating, and a friendly ambiance.",4,Travel club lounge Extn,,Terminal3,International Terminal,TRUE,,,2,5,5,5,10,https://cinsim.sgp1.digitaloceanspaces.com/airports/1731322039172920017313220391729200mapImg.jpeg,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691569493451356716915694934513567LoungeImages_des1.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691569493627853316915694936278533LoungeImages_des3.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691569493579706616915694935797066LoungeImages_des2.webp,26,Amenities,1,components_lounge_amenities_amenities,26,30,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
29,Chennai,Chennai International Airport,MAA,"Chennai Travel Club International, Terminal 3",5029,00:00 - 10:00 daily,Find the Chennai Travel Club International Lounge inside the International Terminal after passing through Security Checks. Head right towards the old International Terminal and take the elevator to the 1st Floor. You'll find the lounge near Gate 11.,,,"Step into the Chennai Travel Club International Lounge at Terminal 3! Experience a delightful space to relax before your international flight. Enjoy tasty snacks, refreshing beverages, and a relaxing ambiance.",4,Travel club lounge Old Terminal,,Terminal3,International Terminal,TRUE,,,1,5,5,5,5,https://cinsim.sgp1.digitaloceanspaces.com/airports/1731322039172920017313220391729200mapImg.jpeg,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691569524281121416915695242811214LoungeImages_des1.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691569524325606416915695243256064LoungeImages_des2.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691569524426090916915695244260909LoungeImages_des3.webp,25,Amenities,1,components_lounge_amenities_amenities,25,29,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
27,Chennai,Chennai International Airport,MAA,Chennai Travel Club lounge Domestic A,5027,24 hours,"The lounge is located in Domestic Terminal Inside Security, turn right towards Gate 1. You'll find the lounge on the 3rd Floor.","- Children under 4 years old are admitted free with an adult.
- Maximum 3-hour stay.",,"Step into the welcoming Chennai Travel Club Lounge! Relax and unwind before your domestic flight at Chennai Airport. Enjoy comfortable seating, tasty snacks, and a pleasant atmosphere.",4,Travel club lounge A,,DomesticTerminal,Domestic Terminal,TRUE,,,3,1,5,2.333333333,7,https://cinsim.sgp1.digitaloceanspaces.com/airports/1731322039172920017313220391729200mapImg.jpeg,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691569545863353716915695458633537LoungeImages_des1.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691569546002114716915695460021147LoungeImages_des2.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691569546111880516915695461118805LoungeImages_des3.webp,23,Amenities,1,components_lounge_amenities_amenities,23,27,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
36,Coimbatore,Coimbatore International Airport,CJB,Coimbatore Blackberry restaurants & bar domestic,5036,10:00 - 21:30 daily,"Airside - Domestic Departures, the lounge is located on the 1st Floor, right after the Security Hold Area.","- Children under 7 years are admitted free with an adult.
- This lounge is accessible for passengers on domestic flights only.",,"Welcome to Coimbatore Blackberry Restaurants & Bar Domestic Lounge! Relax and enjoy a delightful experience before your domestic flight. Enjoy delicious food, refreshing drinks, and a cozy ambiance.",21,Blackberry restaurants & bar,,DomesticTerminal,Domestic departure,TRUE,,,7,1,5,2.857142857,20,https://cinsim.sgp1.digitaloceanspaces.com/airports/1691665693945940816916656939459408mapImg.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691576989075429916915769890754299LoungeImages_des1.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691576989200711116915769892007111LoungeImages_des2.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691576989244175916915769892441759LoungeImages_des3.webp,31,Amenities,1,components_lounge_amenities_amenities,31,36,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
37,Dehradun,Jolly Grant Airport,DED,Dehradun Bird lounge domestic,5037,06:00 - 23:00 daily,"Head to Domestic Departures. You'll find the lounge on the Ground Floor, close to the Check-in counters.","- Children under 5 years are admitted free with an adult.
- Separate smoking area available outside the lounge.",,"Welcome to Dehradun Bird Lounge Domestic Lounge. Relax in comfort before your domestic flight at Dehradun Airport. Enjoy a calm ambiance, delightful amenities, and friendly services.",59,Bird lounge,,DomesticTerminal,Domestic departure,TRUE,,,2,1,5,3,6,https://cinsim.sgp1.digitaloceanspaces.com/airports/1691665763328277916916657633282779mapImg.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691578431787842516915784317878425LoungeImages_des1.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691578431903647616915784319036476LoungeImages_des2.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691578432012612316915784320126123LoungeImages_des3.webp,32,Amenities,1,components_lounge_amenities_amenities,32,37,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
104,Dibrugarh,Dibrugarh Airport,DIB,Dibrugarh Saptagiri Restaurant T1 domestic,,24 hours,"To reach your destination, go to Terminal 1, specifically to Departure Hall No. 2.","- Children under 12 years are admitted with an adult.
- Maximum 2-hour stay.",,"Dibrugarh Saptagiri Restaurant T1 Domestic, a culinary joy for your journey, welcomes you. Enjoy delicious food, relax in comfort, and enjoy warm hospitality to make your domestic journey more delightful.",38,Saptagiri Restaurant,,Terminal1,Domestic Departure,TRUE,,,2,3,5,4,8,https://cinsim.sgp1.digitaloceanspaces.com/airports/1691665554584879216916655545848792mapImg.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691583407090990416915834070909904LoungeImages_des1.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691583407254009516915834072540095LoungeImages_des2.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691583407385617416915834073856174LoungeImages_des3.webp,103,Amenities,1,components_lounge_amenities_amenities,103,104,TRUE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
135,Goa,Dabolim Airport,GOI,"Goa Dabolim, Domestic Terminal",,11:00 - 23:00 Daily,"Located at Airside - Domestic Departures, after Security Hold Area, Level 2, near Gate F.
",,,"Brew House at Goa Dabolim Domestic Terminal offers a vibrant and energetic atmosphere for travelers. Located airside in the Domestic Departures area near Gate F, it provides set menu options for cardholders using their lounge visit entitlement. Enjoy soft drinks, air conditioning, and TV in a no-smoking environment.",15,Brew House,,DomesticTerminal,"Goa Dabolim, Domestic Terminal",TRUE,,,5,1,5,1,5,https://cinsim.sgp1.digitaloceanspaces.com/airports/1691665634181017616916656341810176mapImg.webp,,,,133,Amenities,1,components_lounge_amenities_amenities,133,135,TRUE,FALSE,TRUE,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
38,Guwahati,Lokpriya Gopinath Bordoloi International Airport,GAU,Guwahati Primus lounge domestic,5038,24 hours,"To find the location, go to the Airside in the Domestic Departures area. It's on the Ground Floor, near Gate 2, after the Security Hold Area.",- Children under 5 are admitted free with an adult.,,"Welcome to Guwahati Primus Lounge Domestic, a luxury and comfort paradise. Enjoy quality facilities, relax in a peaceful setting, and enjoy warm hospitality for a memorable pre-flight experience.",22,Primus lounge,,DomesticTerminal,Domestic Terminal,TRUE,,,4,1,5,3,12,https://cinsim.sgp1.digitaloceanspaces.com/airports/1691665804848190816916658048481908mapImg.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691580399315682216915803993156822LoungeImages_des1.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691580399339476116915803993394761LoungeImages_des2.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691645286844600616916452868446006LoungeImages_des3.webp,33,Amenities,1,components_lounge_amenities_amenities,33,38,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
133,Gwalior,Gwalior Airport,GWL,"Gwalior, Domestic Terminal",,24 Hours,"    Located at Airside - Domestic Departures. 1st Floor

",,,,100,Paahun Executive Lounge,,DomesticTerminal,Gwalior Airport,TRUE,,,0,0,0,0,0,https://cinsim.sgp1.digitaloceanspaces.com/airports/1731310399098829617313103990988296mapImg.jpeg,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1731318610614379717313186106143797LoungeImages_des1.jpeg,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1731318611104880117313186111048801LoungeImages_des2.jpeg,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1731318611313166717313186113131667LoungeImages_des3.jpeg,131,Amenities,1,components_lounge_amenities_amenities,131,133,TRUE,TRUE,TRUE,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
10,Hyderabad,Rajiv Gandhi International Airport,HYD,Hyderabad Encalm International Lounge,5010,24 hours,"To find the location, go to Level E in the International Departures area of Rajiv Gandhi International Airport, Hyderabad. It's near Gate 23.","- Children under 2 years are admitted free with an adult.
- Maximum 2-hour stay.",,"Welcome to the Hyderabad Encalm International Lounge, an oasis of calm in the midst of your journey. Enjoy superior comforts, pleasure in delightful amenities, and enjoy warm hospitality on your foreign trip.",24,Encalm International Lounge,,InternationalTerminal,International Departures,TRUE,,,2,3,5,4,8,https://cinsim.sgp1.digitaloceanspaces.com/airports/1691665173030375416916651730303754mapImg.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691574274897926116915742748979261LoungeImages_des1.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691574275145948516915742751459485LoungeImages_des3.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691574275026773016915742750267730LoungeImages_des2.webp,9,Amenities,1,components_lounge_amenities_amenities,9,10,TRUE,FALSE,TRUE,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
11,Hyderabad,Rajiv Gandhi International Airport,HYD,Hyderabad Encalm Domestic Lounge,5011,24 hours,"To find the location, go to Level E in the Domestic Departures area of Rajiv Gandhi International Airport, Hyderabad. It's near Gate No. 28.","- Children under 2 years are admitted free with an adult.
- Maximum 2-hour stay.",,"Welcome to Hyderabad Encalm Domestic Lounge, where you will find comfort and relaxation. Enjoy first-class amenities, relax in elegance, and experience friendly hospitality on your domestic journey.",24,Encalm Domestic Lounge,,DomesticTerminal,Domestic Departure,TRUE,,,5,1,5,4.2,21,https://cinsim.sgp1.digitaloceanspaces.com/airports/1691665173030375416916651730303754mapImg.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691574252492811416915742524928114LoungeImages_des1.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691574252758970916915742527589709LoungeImages_des3.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691574252649713416915742526497134LoungeImages_des2.webp,10,Amenities,1,components_lounge_amenities_amenities,10,11,TRUE,FALSE,TRUE,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
39,Indore,Devi Ahilya Bai Holkar Airport,IDR,Indore Primus lounge domestic,5039,24 hours,"To reach your destination, go to the Airside. After passing through Security Checks, proceed to the 1st Floor.","- Children under 12 are admitted free with an adult.
- Maximum 3-hour stay.",,"Welcome to Indore Primus Lounge Domestic, a luxury and relaxation haven. Before going on your domestic journey, enjoy first-class amenities, relax in a peaceful setting, and enjoy warm hospitality.",11,Primus lounge,,DomesticTerminal,Domestic Terminal,TRUE,,,4,1,5,3,12,https://cinsim.sgp1.digitaloceanspaces.com/airports/1691665737473469816916657374734698mapImg.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691577132937241016915771329372410LoungeImages_des1.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691577133047705016915771330477050LoungeImages_des2.webp,,34,Amenities,1,components_lounge_amenities_amenities,34,39,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
126,Jaipur,Jaipur International Airport,JAI,Jaipur The lounge Domestic t2,,24 hours,"This lounge is located in Terminal 2, Domestic Airside. The Lounge is located on the 1st floor, next to the Pranam Lounge, opposite gate M1.","- Children under 5 years are admitted free with an adult.
- Local calls only.
- A la carte menu is subject to payment.
- Maximum 2 hour stay.
- This location is only accessible for passengers departing on domestic flights from Terminal 2.",,"The Jaipur Airport Lounge, located in Domestic Terminal 2 (T2), offers a serene and comfortable environment for travelers. With stylish interiors, delicious refreshments, and attentive service, it's the perfect place to relax before your flight. Enjoy a peaceful atmosphere and amenities designed to enhance your travel experience.",29,The Lounge,,Terminal2,Domestic Departures,TRUE,,,0,0,0,0,0,https://cinsim.sgp1.digitaloceanspaces.com/airports/1691665620723926016916656207239260mapImg.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1710843819786868017108438197868680LoungeImages_des1.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1710843819927308717108438199273087LoungeImages_des2.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1710843819980895917108438199808959LoungeImages_des3.webp,124,Amenities,1,components_lounge_amenities_amenities,124,126,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
40,Jaipur,Jaipur International Airport,JAI,Jaipur Primus lounge domestic t1,5040,24 hours,"To reach the lounge, go to the Airside in the Domestic Departures area. It's located on the 1st Floor, after the Security Hold Area.",- Children under 3 are admitted free with an adult.,,"Welcome to the Jaipur Primus Lounge Domestic T2, where luxury meets comfort. Enjoy premium facilities, delicious dishes, and relax in elegance before your domestic flight takes off.",29,Primus lounge,,DomesticTerminal,"Domestic Departure, Terminal 2",TRUE,,,5,1,5,2.2,11,https://cinsim.sgp1.digitaloceanspaces.com/airports/1691665620723926016916656207239260mapImg.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691578174711500516915781747115005LoungeImages_des1.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691578174836274216915781748362742LoungeImages_des2.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691578174950120516915781749501205LoungeImages_des3.webp,35,Amenities,1,components_lounge_amenities_amenities,35,40,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
114,Jammu,Jammu Airport,IXJ,Jammu Paahun The Executive Lounge,,6:30am - 9:00pm,"Go to the Main Terminal (Inside Security). It's in the Domestic Departures area, on the 1st Floor, near Gate 5.","- Children under 12 years are admitted free with an adult.
- Maximum 2-hour stay.",,"The Executive Lounge is a place of comfort and elegance. Enjoy good facilities, relax in a peaceful setting, and enjoy warm hospitality for a memorable pre-flight experience.",41,The Executive Lounge,,DomesticTerminal,Domestic Departures,TRUE,,,4,1,5,3,12,https://cinsim.sgp1.digitaloceanspaces.com/airports/1691665594550627716916655945506277mapImg.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691578315313788916915783153137889LoungeImages_des1.webp,,,112,Amenities,1,components_lounge_amenities_amenities,112,114,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
42,Kannur,Kannur International Airport,CNN,Kannur Pearl lounge International,5042,10:00 - 22:00,"To find the location, go to the Airside in Security Hold Area 113, near Gate 7. This lounge is for international flights only.",,,"Kannur Pearl Lounge International welcomes you to a world of luxury and global travel. Enjoy maximum comfort, amazing facilities, and exceptional service to create a seamless journey that crosses borders.",9,Pearl lounge,,InternationalTerminal,International Departures,TRUE,,,3,1,5,3,9,https://cinsim.sgp1.digitaloceanspaces.com/airports/1691665793610245416916657936102454mapImg.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691583085939857416915830859398574LoungeImages_des1.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691583086114466916915830861144669LoungeImages_des2.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691583086159923716915830861599237LoungeImages_des3.webp,37,Amenities,1,components_lounge_amenities_amenities,37,42,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
41,Kannur,Kannur International Airport,CNN,Kannur Pearl lounge t2 domestic,5041,10:00 - 22:00,"To find the location, go to the Airside after Security Hold Area 108, near Gate 1A.",,,"Enjoy a world of relaxation and comfort, with superior amenities and genuine hospitality that will make your domestic journey really memorable.",9,Pearl lounge,,DomesticTerminal,Domestic Terminal,TRUE,,,4,1,5,3,12,https://cinsim.sgp1.digitaloceanspaces.com/airports/1691665793610245416916657936102454mapImg.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691583262414252116915832624142521LoungeImages_des1.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691583262707369416915832627073694LoungeImages_des3.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691583262578373916915832625783739LoungeImages_des2.webp,36,Amenities,1,components_lounge_amenities_amenities,36,41,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
51,Kochi,Cochin International Airport,COK,Cochin Earth lounge International,5051,24 hours,"Airside - International Departures. After Security Checks and Passport Control, take the escalator on the right-hand side to the 3rd Floor. The lounge is located on the left-hand side of the Food Court.",- Children under 7 years are admitted free with an adult.,,"Step into the Cochin Earth Lounge International! Relax in comfort before your international flight to Cochin Airport. Easily find the lounge by following the signs for International Departures. Enjoy a peaceful atmosphere, cozy seating, and great amenities.",12,Earth lounge,,InternationalTerminal,International Departures,TRUE,,,5,1,5,4.2,21,https://cinsim.sgp1.digitaloceanspaces.com/airports/1691665709725837816916657097258378mapImg.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691576833918056316915768339180563LoungeImages_des1.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691576833944749816915768339447498LoungeImages_des2.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691576834068343516915768340683435LoungeImages_des3.webp,46,Amenities,1,components_lounge_amenities_amenities,46,51,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
35,Kochi,Cochin International Airport,COK,Cochin Earth lounge Domestic Terminal 1,5035,04:00 - 23:30 daily,"You'll find this Lounge in the Domestic Departures area, Airside. After passing security checks, take the lift to the 2nd Floor, and you'll spot this lounge on the right-hand side.",- Children under 7 years are admitted free with an adult.,,Step into Cochin Earth Lounge at Domestic Terminal 1! Enjoy relaxation and premium service in our peaceful setting. Treat yourself to a memorable experience before your domestic journey takes flight.,12,Earth lounge,,Terminal1,"Domestic Departures, Terminal 1",TRUE,,,1,5,5,5,5,https://cinsim.sgp1.digitaloceanspaces.com/airports/1691665709725837816916657097258378mapImg.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691576857060998016915768570609980LoungeImages_des1.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691576857084336716915768570843367LoungeImages_des2.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691576857205668316915768572056683LoungeImages_des3.webp,30,Amenities,1,components_lounge_amenities_amenities,30,35,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
116,Kolkata,Netaji Subhas Chandra Bose International Airport,CCU,Kolkata Travel Club lounge Anex domestic,,07:00 - 22:00,Please turn left after passing through the Security Checks on the Mezzanine Level of Domestic Departures.,"- Maximum 3 hour stay.
- Children under 4 years are admitted free. ",,"Welcome to the Kolkata Travel Club Lounge Annex Domestic, where luxury and convenience await you. Unwind and rejuvenate lounge which is designed to offer utmost relaxation and comfort, making your travel experience truly exceptional.",5,Travel Club lounge Anex,,Terminal1,Domestic Departure,FALSE,,,1,5,5,5,5,https://cinsim.sgp1.digitaloceanspaces.com/airports/1691665136133033316916651361330333mapImg.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1695193966582887416951939665828874LoungeImages_des1.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1695193966707262116951939667072621LoungeImages_des2.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1695193966813033916951939668130339LoungeImages_des3.webp,114,Amenities,1,components_lounge_amenities_amenities,114,116,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
117,Kolkata,Netaji Subhas Chandra Bose International Airport,CCU,Kolkata Travel Club lounge International T2,,24 hours,"After passing through Security Checks, the lounge is on the Mezzanine Level, Airside. You'll find it on the right-hand side.","- Maximum 3-hour stay
- Children under 4 years are admitted free",,Experience luxury and relaxation at its best as you step into the Kolkata Travel Club Lounge. Begin your journey with comfort and convenience in this sophisticated sanctuary.,5,Travel Club Lounge,,Terminal2,International Departures,FALSE,,,1,5,5,5,5,https://cinsim.sgp1.digitaloceanspaces.com/airports/1691665136133033316916651361330333mapImg.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1695194330616887216951943306168872LoungeImages_des1.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1695194330854366616951943308543666LoungeImages_des3.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1695194330752688716951943307526887LoungeImages_des2.webp,115,Amenities,1,components_lounge_amenities_amenities,115,117,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
24,Kolkata,Netaji Subhas Chandra Bose International Airport,CCU,Kolkata Travel Club lounge domestic,5024,07:00 - 22:00 daily,"To find the lounge, go to Domestic Departures at the Mezzanine Level. After Security Checks, while still inside the Security Area, turn left where the lounge is located.","- Children under 4 years are admitted free with an adult.
- This lounge is accessible for passengers traveling on domestic flights only.",,"Welcome to Kolkata Travel Club Lounge Domestic, your gateway to relaxation and comfort. Enjoy superior amenities, relax in a peaceful environment, and receive warm hospitality on your domestic journey.",5,Travel club lounge,,DomesticTerminal,Domestic Departures,TRUE,,,4,2,5,3.75,15,https://cinsim.sgp1.digitaloceanspaces.com/airports/1691665136133033316916651361330333mapImg.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691574362459156016915743624591560LoungeImages_des1.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691574174850345116915741748503451LoungeImages_des2.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691574174970657716915741749706577LoungeImages_des3.webp,58,Amenities,1,components_lounge_amenities_amenities,58,24,TRUE,TRUE,FALSE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
26,Kolkata,Netaji Subhas Chandra Bose International Airport,CCU,Kolkata Travel Club lounge International,5026,24 hours,"To reach the lounge, go to the Airside on International Departures. It's located across from Gate 10 after you pass through Security Checks.","- Separate smoking room available outside the lounge.
- Children under 4 years old are admitted free with an adult.",,"Welcome to Kolkata Travel Club Lounge International, where you will find comfort and luxury. Enjoy premium facilities, relax in comfort, and enjoy first-class service to make your international trip really unforgettable.",5,Travel club lounge,,InternationalTerminal,International departures,TRUE,,,1,5,5,5,5,https://cinsim.sgp1.digitaloceanspaces.com/airports/1691665136133033316916651361330333mapImg.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691574057052065516915740570520655LoungeImages_des1.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691574057301674516915740573016745LoungeImages_des3.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691574057199582816915740571995828LoungeImages_des2.webp,22,Amenities,1,components_lounge_amenities_amenities,22,26,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
43,Kozhikode,Calicut International Airport,CCJ,Calicut Bird Lounge International T2,5043,24 Hours,"Airside - International Departures, Inside the Security Hold Area. The Lounge is Located on Level 1, Near Gate 1.   ","- Children under 5 years old are admitted free with an adult.
- This lounge is accessible for passengers departing on international flights only.",,Step into Calicut International Airport's Domestic Bird Lounge at Terminal 2! Relax and enjoy the cozy space before your domestic flight. Treat yourself to delicious snacks and excellent service.,20,Bird Lounge,,Terminal2,"International Departures, Terminal 2",TRUE,,,4,1,5,3,12,https://cinsim.sgp1.digitaloceanspaces.com/airports/1731326940661347117313269406613471mapImg.jpeg,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691582358702997916915823587029979LoungeImages_des1.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691582358828684016915823588286840LoungeImages_des2.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1691582358860582216915823588605822LoungeImages_des3.webp,38,Amenities,1,components_lounge_amenities_amenities,38,43,TRUE,TRUE,TRUE,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
131,Lucknow,Chaudhary Charan Singh International Airport,LKO,Lucknow Airport,,24 hours,"  Located at Domestic Departure near boarding gates

",,,,6,Adani Lounge,,Terminal3,Lucknow Airport,FALSE,,,1,1,3,1,1,https://cinsim.sgp1.digitaloceanspaces.com/airports/1691665664591049416916656645910494mapImg.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1728466801546201017284668015462010LoungeImages_des1.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1728466801735758317284668017357583LoungeImages_des2.webp,https://cinsim.sgp1.digitaloceanspaces.com/lounges/1728466801834613317284668018346133LoungeImages_des3.webp,129,Amenities,1,components_lounge_amenities_amenities,129,131,TRUE,FALSE,TRUE,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
